,Company,Job Title,Location,Job Type,Experience level,Salary
1,791,173,210,1,1,48000.0
2,659,173,139,1,1,48000.0
3,253,446,210,1,4,90000.0
4,158,173,116,1,1,48000.0
5,737,191,210,1,3,108000.0
6,821,268,210,1,5,184000.0
7,619,934,169,1,1,39000.0
8,638,108,198,2,1,0.0
9,1012,191,210,2,1,0.0
10,688,191,210,1,5,140000.0
11,172,268,192,1,1,40000.0
12,638,173,73,1,4,80000.0
13,1038,94,112,1,1,35000.0
14,158,616,169,1,5,62000.0
15,158,521,95,1,1,39000.0
16,821,268,210,1,5,159000.0
17,714,446,73,1,5,97000.0
18,183,173,47,1,5,92000.0
19,493,92,169,1,4,48000.0
20,281,268,172,1,5,129000.0
21,730,173,86,1,5,92000.0
22,990,191,112,1,5,115000.0
23,904,207,189,1,1,39000.0
24,158,615,210,1,1,44000.0
25,321,191,172,1,3,73000.0
26,173,268,210,1,1,40000.0
27,752,191,90,1,1,59000.0
28,737,94,210,1,5,106000.0
29,149,268,140,1,5,129000.0
30,750,173,64,1,5,92000.0
31,623,440,172,1,5,105000.0
32,1012,534,137,1,5,55000.0
33,717,191,172,1,5,115000.0
34,625,4,189,1,5,110000.0
35,393,767,73,1,5,140000.0
36,672,268,168,1,5,129000.0
37,158,257,210,1,4,63000.0
38,935,108,172,1,5,49000.0
39,99,108,172,1,5,180000.0
40,990,191,112,1,5,115000.0
41,28,213,95,1,5,62000.0
42,611,191,45,1,3,73000.0
43,420,931,210,1,5,127000.0
44,467,173,172,1,3,60000.0
45,885,268,210,1,5,129000.0
46,281,173,172,1,5,92000.0
47,319,108,172,1,3,45000.0
48,412,191,112,1,5,115000.0
49,670,173,172,1,5,135000.0
50,1010,441,210,1,5,69000.0
51,602,268,172,1,5,129000.0
52,806,460,73,1,5,176000.0
53,197,173,172,1,3,65000.0
54,231,268,209,1,3,40000.0
55,777,230,172,1,5,62000.0
56,158,103,64,1,1,48000.0
57,139,363,209,1,3,51000.0
58,637,108,111,1,5,67000.0
59,344,268,210,1,5,104000.0
60,659,173,139,1,5,92000.0
61,690,274,210,1,5,69000.0
62,377,191,172,1,3,73000.0
63,274,191,112,1,5,115000.0
64,961,191,172,1,5,105000.0
65,785,295,208,1,3,51000.0
66,480,268,172,1,5,166000.0
67,847,108,209,1,5,62000.0
68,797,173,73,1,4,80000.0
69,71,446,210,1,5,131000.0
70,158,319,209,1,5,62000.0
71,615,191,210,1,5,115000.0
72,274,836,210,1,5,69000.0
73,880,268,73,1,5,129000.0
74,529,576,172,1,3,40000.0
75,514,74,47,1,2,65000.0
76,308,409,210,1,1,43000.0
77,738,173,210,1,5,92000.0
78,787,204,172,1,3,45000.0
79,80,302,73,1,2,81000.0
80,264,94,172,1,3,35000.0
81,356,108,76,1,5,69000.0
82,737,173,210,1,5,92000.0
83,698,446,14,1,5,62000.0
84,377,173,172,1,3,65000.0
85,615,191,210,1,5,115000.0
86,356,121,76,1,5,69000.0
87,393,446,73,1,5,140000.0
88,390,173,90,1,3,65000.0
89,990,173,210,1,5,69000.0
90,737,191,210,1,4,96000.0
91,834,671,62,1,1,39000.0
92,404,212,73,1,5,69000.0
93,608,173,209,1,4,56000.0
94,834,141,62,1,1,39000.0
95,260,446,210,1,5,131000.0
96,831,873,210,1,5,62000.0
97,196,191,172,1,5,115000.0
98,985,191,112,1,5,115000.0
99,344,268,210,1,5,130000.0
100,902,311,172,1,2,73000.0
101,934,173,172,1,5,92000.0
102,554,173,73,1,5,131000.0
103,71,36,210,1,1,44000.0
104,528,191,95,1,5,115000.0
105,293,191,129,1,3,73000.0
106,840,228,115,1,4,50000.0
107,286,344,188,1,5,48000.0
108,737,191,75,1,1,59000.0
109,393,810,73,1,5,100000.0
110,434,268,47,1,5,129000.0
111,525,268,215,1,3,60000.0
112,737,191,210,1,1,52000.0
113,904,911,90,1,5,62000.0
114,11,189,209,1,5,135000.0
115,161,191,172,1,3,76000.0
116,80,268,73,1,5,129000.0
117,78,191,172,1,3,73000.0
118,738,173,210,1,5,92000.0
119,717,268,210,1,5,129000.0
120,819,801,79,1,5,62000.0
121,71,108,64,1,4,50000.0
122,149,879,210,1,5,172000.0
123,821,446,210,1,5,119000.0
124,909,108,210,1,5,125000.0
125,776,268,194,1,4,92000.0
126,864,191,148,1,5,116000.0
127,896,212,112,1,4,77000.0
128,611,446,45,1,3,74000.0
129,685,625,168,1,4,70000.0
130,857,191,209,1,5,120000.0
131,885,191,210,1,5,115000.0
132,904,104,90,1,5,115000.0
133,274,313,112,1,2,65000.0
134,695,191,90,1,1,59000.0
135,836,191,208,1,3,73000.0
136,563,173,189,1,5,92000.0
137,365,509,210,1,3,51000.0
138,67,316,90,1,5,62000.0
139,981,191,160,1,5,115000.0
140,260,553,210,1,5,69000.0
141,158,358,112,1,5,55000.0
142,876,173,209,1,1,48000.0
143,539,191,172,1,5,115000.0
144,737,268,210,1,2,92000.0
145,71,108,186,1,4,50000.0
146,69,631,73,1,5,69000.0
147,933,542,73,1,5,176000.0
148,158,268,169,1,1,40000.0
149,149,453,210,1,4,189000.0
150,834,191,62,1,1,39000.0
151,641,446,210,1,3,149000.0
152,39,173,189,1,5,92000.0
153,546,750,172,1,5,130000.0
154,1038,173,112,1,1,48000.0
155,532,44,172,1,5,110000.0
156,274,191,172,1,5,115000.0
157,398,446,209,1,5,131000.0
158,1044,268,56,1,1,40000.0
159,912,680,115,1,5,69000.0
160,933,765,209,1,5,62000.0
161,93,166,172,1,1,90000.0
162,959,685,209,1,3,51000.0
163,625,293,95,1,5,110000.0
164,960,268,172,1,5,120000.0
165,1006,51,189,2,1,0.0
166,261,494,210,1,2,73000.0
167,149,191,73,1,5,115000.0
168,389,218,185,1,1,39000.0
169,370,173,210,1,5,92000.0
170,358,877,73,1,5,131000.0
171,274,104,172,1,5,49000.0
172,158,586,95,1,1,105000.0
173,274,191,210,1,5,115000.0
174,834,446,62,1,1,30000.0
175,585,110,172,1,5,131000.0
176,869,191,209,1,5,115000.0
177,969,296,73,1,2,81000.0
178,238,108,112,1,1,35000.0
179,650,461,7,1,1,167000.0
180,698,869,148,1,5,236000.0
181,947,268,209,1,5,129000.0
182,603,191,124,1,5,115000.0
183,46,173,51,1,5,92000.0
184,757,80,172,1,3,77000.0
185,166,189,90,1,5,62000.0
186,916,268,112,1,5,50000.0
187,737,763,210,1,5,69000.0
188,966,268,120,1,1,40000.0
189,285,215,209,1,3,51000.0
190,990,539,210,1,5,131000.0
191,274,541,210,1,5,62000.0
192,548,924,152,1,1,35000.0
193,967,189,130,1,3,135000.0
194,199,173,140,1,3,65000.0
195,274,368,210,1,2,81000.0
196,1049,812,73,1,5,179000.0
197,983,556,210,1,4,100000.0
198,1012,266,198,1,1,35000.0
199,666,691,172,1,5,56000.0
200,46,173,51,1,5,92000.0
201,835,505,210,1,5,80000.0
202,38,219,112,1,5,49000.0
203,650,462,7,1,1,167000.0
204,806,446,73,1,5,200000.0
205,115,446,112,1,1,30000.0
206,158,206,185,2,1,0.0
207,688,104,47,1,5,30000.0
208,286,155,154,1,1,30000.0
209,354,191,172,1,3,73000.0
210,1006,173,189,2,1,0.0
211,963,191,112,1,3,73000.0
212,101,173,90,1,1,48000.0
213,449,191,76,1,5,115000.0
214,986,284,209,1,5,62000.0
215,557,827,148,1,5,139000.0
216,737,191,210,1,5,129000.0
217,13,191,121,1,5,113000.0
218,979,163,191,1,1,59000.0
219,827,117,11,1,2,81000.0
220,526,173,209,1,5,150000.0
221,862,838,86,1,1,39000.0
222,514,83,47,1,3,45000.0
223,641,596,210,1,3,158000.0
224,1063,191,77,1,4,96000.0
225,206,531,112,1,5,55000.0
226,1052,569,172,1,3,40000.0
227,520,648,121,1,5,184000.0
228,776,173,210,1,4,100000.0
229,790,268,90,1,5,129000.0
230,530,191,172,1,4,96000.0
231,158,605,112,1,5,55000.0
232,620,268,85,1,1,40000.0
233,79,268,163,1,5,129000.0
234,652,173,137,1,5,92000.0
235,737,473,95,1,3,51000.0
236,997,109,73,1,2,81000.0
237,369,191,140,1,5,115000.0
238,862,92,96,1,4,48000.0
239,77,173,167,1,3,65000.0
240,77,191,167,1,3,73000.0
241,742,173,102,1,4,50000.0
242,175,268,216,1,3,60000.0
243,1044,268,56,1,5,129000.0
244,158,604,112,1,5,55000.0
245,158,256,210,1,1,44000.0
246,30,191,172,1,5,115000.0
247,435,268,19,1,5,133000.0
248,427,816,172,1,4,120000.0
249,1053,191,28,1,3,73000.0
250,779,268,210,1,5,129000.0
251,356,446,209,1,5,131000.0
252,471,191,56,1,5,115000.0
253,158,213,112,1,5,55000.0
254,676,550,89,1,3,70000.0
255,858,835,27,1,2,81000.0
256,956,721,210,1,5,129000.0
257,13,268,209,1,5,104000.0
258,970,173,137,1,5,92000.0
259,981,191,160,1,5,62000.0
260,962,607,209,1,4,105000.0
261,916,268,112,1,5,50000.0
262,71,108,119,1,5,55000.0
263,841,191,153,1,5,115000.0
264,828,189,88,1,5,135000.0
265,737,94,210,1,5,69000.0
266,737,108,64,1,4,50000.0
267,967,619,130,1,3,51000.0
268,798,687,172,1,3,51000.0
269,1056,268,172,1,2,78000.0
270,903,191,172,1,3,73000.0
271,55,173,156,1,4,80000.0
272,511,17,212,1,5,55000.0
273,841,622,47,1,3,73000.0
274,891,212,172,1,3,77000.0
275,185,173,106,1,5,92000.0
276,332,173,95,1,1,48000.0
277,974,681,172,1,5,62000.0
278,327,579,172,1,3,36000.0
279,529,941,172,1,3,40000.0
280,659,108,209,1,4,56000.0
281,979,163,191,1,4,96000.0
282,493,848,71,1,5,48000.0
283,699,268,73,1,5,129000.0
284,203,108,65,1,4,56000.0
285,488,191,210,1,5,115000.0
286,71,191,210,1,5,105000.0
287,208,268,172,1,3,60000.0
288,62,173,168,1,5,92000.0
289,1005,173,210,1,1,48000.0
290,52,191,189,1,5,115000.0
291,470,173,167,1,4,80000.0
292,1030,191,169,1,4,96000.0
293,562,363,209,1,3,51000.0
294,1016,477,73,1,5,69000.0
295,89,191,172,1,5,115000.0
296,731,246,112,1,5,122000.0
297,158,173,177,1,1,48000.0
298,974,682,172,1,5,62000.0
299,356,173,76,1,5,92000.0
300,523,131,210,1,5,69000.0
301,501,446,104,1,5,131000.0
302,427,597,172,1,1,120000.0
303,71,647,95,1,5,184000.0
304,737,94,210,1,3,81000.0
305,1024,191,189,1,5,115000.0
306,428,268,210,1,1,40000.0
307,26,191,210,1,5,115000.0
308,158,492,95,1,1,39000.0
309,818,159,178,1,4,59000.0
310,654,264,199,1,5,55000.0
311,701,22,168,1,5,62000.0
312,619,191,169,1,1,59000.0
313,158,493,95,1,1,81000.0
314,549,173,172,1,1,48000.0
315,158,584,95,1,5,105000.0
316,286,191,188,1,5,115000.0
317,481,173,172,2,1,0.0
318,934,173,172,1,5,92000.0
319,731,189,112,1,5,55000.0
320,11,189,209,1,5,62000.0
321,835,212,210,1,5,130000.0
322,8,774,112,1,5,49000.0
323,821,903,112,1,5,55000.0
324,551,104,210,1,2,130000.0
325,395,191,112,1,3,73000.0
326,912,123,73,1,5,62000.0
327,958,430,210,1,5,69000.0
328,213,268,172,1,5,129000.0
329,765,535,210,1,5,190000.0
330,685,212,209,1,5,62000.0
331,455,173,210,1,5,72000.0
332,602,268,172,1,5,129000.0
333,371,104,65,1,5,62000.0
334,970,173,137,1,5,92000.0
335,1053,191,65,1,1,59000.0
336,318,94,210,1,3,56000.0
337,238,154,64,1,3,45000.0
338,208,415,172,2,1,0.0
339,737,173,210,1,5,92000.0
340,183,108,47,2,1,0.0
341,271,107,198,1,3,45000.0
342,188,268,172,1,4,92000.0
343,71,652,210,1,5,136000.0
344,274,191,210,1,5,115000.0
345,158,268,95,1,5,129000.0
346,856,446,95,1,5,131000.0
347,1067,191,112,1,5,115000.0
348,828,268,88,1,1,40000.0
349,445,191,209,1,3,73000.0
350,548,610,210,1,5,62000.0
351,975,157,172,1,5,49000.0
352,63,30,210,1,5,69000.0
353,396,44,209,1,3,73000.0
354,303,191,116,1,5,62000.0
355,190,378,186,1,2,102000.0
356,618,118,172,1,3,51000.0
357,3,173,112,1,3,65000.0
358,356,338,64,1,1,31000.0
359,1025,334,89,1,5,56000.0
360,520,714,121,1,5,131000.0
361,55,173,209,1,3,65000.0
362,1015,596,73,1,5,89000.0
363,765,536,210,1,5,190000.0
364,563,268,189,1,4,92000.0
365,629,367,82,1,2,73000.0
366,1032,191,128,1,5,115000.0
367,979,191,191,1,5,115000.0
368,990,191,210,1,5,115000.0
369,625,173,177,1,5,92000.0
370,688,856,210,1,5,69000.0
371,557,268,73,1,5,139000.0
372,1005,189,210,1,5,135000.0
373,728,446,172,1,3,45000.0
374,524,191,73,1,5,115000.0
375,556,1,44,1,5,89000.0
376,149,268,210,1,5,156000.0
377,625,173,177,1,5,92000.0
378,173,356,186,1,1,35000.0
379,179,104,90,1,5,62000.0
380,247,44,172,1,5,110000.0
381,536,191,47,1,3,73000.0
382,927,173,209,1,2,80000.0
383,366,173,169,1,5,92000.0
384,660,446,207,1,5,62000.0
385,473,190,209,1,1,39000.0
386,1066,173,210,1,5,92000.0
387,529,54,172,1,3,40000.0
388,373,271,105,1,4,70000.0
389,112,758,192,1,5,62000.0
390,772,191,209,1,5,130000.0
391,356,190,210,1,5,62000.0
392,185,173,106,1,5,92000.0
393,615,485,210,1,5,100000.0
394,470,177,167,1,3,50000.0
395,930,189,153,1,3,45000.0
396,149,108,210,1,5,172000.0
397,158,212,209,1,4,77000.0
398,529,292,172,1,3,40000.0
399,183,181,47,2,1,0.0
400,146,173,172,1,4,80000.0
401,288,173,172,1,5,92000.0
402,149,446,210,1,5,131000.0
403,637,268,168,1,5,92000.0
404,822,173,90,1,4,80000.0
405,390,173,90,1,1,48000.0
406,544,642,73,1,5,110000.0
407,407,191,172,1,5,107000.0
408,344,446,140,1,5,131000.0
409,1056,191,112,1,5,115000.0
410,850,191,73,1,5,115000.0
411,991,191,63,1,3,73000.0
412,438,503,73,2,1,0.0
413,104,191,210,1,5,199000.0
414,896,158,90,1,5,62000.0
415,458,443,172,1,3,51000.0
416,631,168,172,1,3,51000.0
417,62,191,168,1,1,59000.0
418,685,108,172,1,5,62000.0
419,152,173,47,1,1,48000.0
420,965,191,172,1,3,73000.0
421,11,189,209,1,5,135000.0
422,997,173,73,1,2,80000.0
423,808,447,210,1,5,120000.0
424,821,446,210,1,5,224000.0
425,737,657,82,1,3,51000.0
426,907,191,95,1,5,115000.0
427,327,401,172,1,3,36000.0
428,390,235,90,1,1,39000.0
429,464,770,112,1,5,55000.0
430,880,828,114,1,5,62000.0
431,149,446,210,1,5,142000.0
432,925,580,209,1,1,35000.0
433,104,191,210,1,4,183000.0
434,891,212,152,1,3,77000.0
435,230,192,169,1,4,56000.0
436,529,99,172,1,3,40000.0
437,344,777,210,1,5,164000.0
438,609,446,172,1,5,130000.0
439,254,902,73,1,5,69000.0
440,245,173,122,1,5,92000.0
441,700,717,62,1,5,62000.0
442,550,108,73,1,5,69000.0
443,758,743,210,1,5,174000.0
444,1035,173,172,1,5,92000.0
445,737,640,210,1,5,84000.0
446,919,741,172,1,5,62000.0
447,963,32,210,1,3,56000.0
448,753,191,172,1,5,80000.0
449,85,268,172,1,5,50000.0
450,8,108,140,1,5,62000.0
451,1004,78,112,1,1,35000.0
452,469,268,68,1,3,60000.0
453,215,173,90,1,1,48000.0
454,862,94,167,1,5,55000.0
455,737,180,188,2,1,0.0
456,39,173,90,1,5,92000.0
457,926,268,172,1,3,60000.0
458,174,191,64,1,5,115000.0
459,659,108,209,1,5,62000.0
460,582,108,172,1,5,100000.0
461,985,263,140,1,4,63000.0
462,1067,558,112,1,5,55000.0
463,458,442,172,1,3,45000.0
464,821,840,112,1,5,55000.0
465,802,199,172,1,5,79000.0
466,683,268,209,1,4,92000.0
467,1067,191,210,1,4,96000.0
468,464,429,112,1,5,55000.0
469,199,173,140,1,3,65000.0
470,907,268,95,1,5,50000.0
471,844,516,172,1,5,48000.0
472,202,446,73,1,5,133000.0
473,158,667,95,1,5,62000.0
474,581,108,113,1,4,50000.0
475,1012,274,115,1,1,35000.0
476,1062,191,188,1,3,73000.0
477,223,173,209,1,3,65000.0
478,873,683,188,1,5,48000.0
479,39,446,189,1,5,131000.0
480,831,859,210,1,5,69000.0
481,158,514,95,1,1,39000.0
482,76,748,149,1,5,135000.0
483,750,574,64,1,4,103000.0
484,615,932,210,1,2,81000.0
485,104,446,210,1,5,143000.0
486,416,227,209,1,5,69000.0
487,113,802,73,1,5,69000.0
488,13,268,209,1,5,129000.0
489,718,108,172,1,4,56000.0
490,199,191,73,1,3,73000.0
491,608,425,209,1,3,51000.0
492,990,191,112,1,5,55000.0
493,199,173,140,1,3,65000.0
494,982,612,73,2,1,0.0
495,979,189,95,1,5,135000.0
496,170,824,210,1,1,84000.0
497,754,191,209,1,3,73000.0
498,345,191,137,1,5,115000.0
499,953,437,209,2,1,0.0
500,946,173,90,1,1,48000.0
501,941,817,209,1,3,51000.0
502,198,252,73,2,1,0.0
503,270,268,115,1,3,60000.0
504,652,173,186,1,1,48000.0
505,274,104,112,1,5,55000.0
506,607,446,172,1,4,90000.0
507,757,540,172,1,5,62000.0
508,1033,191,74,1,3,73000.0
509,215,191,90,1,1,59000.0
510,1053,191,28,1,3,73000.0
511,300,191,172,1,3,73000.0
512,992,268,209,1,5,129000.0
513,760,268,172,1,5,129000.0
514,483,843,210,1,5,62000.0
515,409,104,172,1,3,45000.0
516,594,268,189,1,5,129000.0
517,701,21,73,1,5,62000.0
518,158,470,210,2,1,0.0
519,302,268,140,1,3,60000.0
520,953,439,209,1,1,44000.0
521,1012,532,137,1,5,55000.0
522,76,268,34,1,4,175000.0
523,344,268,210,1,5,104000.0
524,314,704,172,1,5,62000.0
525,70,35,172,1,3,45000.0
526,345,191,137,1,5,115000.0
527,158,636,210,1,5,200000.0
528,112,268,112,1,1,40000.0
529,345,345,210,1,1,40000.0
530,158,755,210,1,5,170000.0
531,277,191,172,1,3,73000.0
532,990,375,210,1,2,102000.0
533,873,108,188,1,1,30000.0
534,72,268,73,1,4,92000.0
535,160,446,95,1,5,131000.0
536,27,912,95,1,5,62000.0
537,335,173,47,1,3,65000.0
538,341,191,142,1,5,115000.0
539,246,268,73,1,5,129000.0
540,806,426,172,1,5,176000.0
541,229,161,210,1,1,44000.0
542,992,268,209,1,5,129000.0
543,374,608,144,1,5,69000.0
544,179,213,90,1,1,39000.0
545,494,268,172,1,5,129000.0
546,97,547,172,1,3,40000.0
547,284,283,126,1,4,63000.0
548,737,191,210,1,1,52000.0
549,195,191,112,1,4,96000.0
550,1058,268,209,1,4,56000.0
551,1058,396,209,1,5,62000.0
552,28,191,95,1,5,115000.0
553,344,649,210,1,5,164000.0
554,683,212,209,1,5,77000.0
555,302,446,140,1,3,74000.0
556,358,720,114,1,5,129000.0
557,512,268,212,1,3,60000.0
558,978,738,172,1,5,62000.0
559,760,523,172,1,5,184000.0
560,1038,297,47,1,2,141000.0
561,683,173,209,1,5,92000.0
562,720,173,112,1,5,92000.0
563,701,580,73,1,5,62000.0
564,531,730,210,1,5,135000.0
565,27,268,95,1,5,129000.0
566,978,858,172,1,5,62000.0
567,563,173,189,1,3,65000.0
568,683,529,209,1,5,62000.0
569,1055,173,47,1,5,92000.0
570,430,446,58,1,4,90000.0
571,781,537,210,1,5,283000.0
572,284,108,126,1,3,56000.0
573,850,268,67,1,5,129000.0
574,274,382,210,1,2,81000.0
575,215,173,90,1,1,48000.0
576,1026,268,210,1,4,72000.0
577,309,191,116,1,1,59000.0
578,806,459,209,1,5,200000.0
579,13,191,209,1,5,115000.0
580,732,711,210,1,5,151000.0
581,683,687,209,1,5,62000.0
582,649,96,90,1,1,39000.0
583,358,446,114,1,5,131000.0
584,785,446,208,1,4,90000.0
585,158,587,112,1,1,105000.0
586,287,191,126,1,3,73000.0
587,732,446,210,1,5,151000.0
588,834,268,90,1,1,40000.0
589,710,580,210,1,5,111000.0
590,163,173,210,1,5,92000.0
591,683,212,209,1,5,77000.0
592,314,875,172,1,5,62000.0
593,985,191,73,1,5,115000.0
594,981,191,160,1,5,115000.0
595,358,191,114,1,5,115000.0
596,332,108,95,1,3,51000.0
597,215,173,90,1,1,48000.0
598,701,635,73,1,5,62000.0
599,158,25,210,1,5,150000.0
600,737,191,112,1,5,55000.0
601,374,632,14,1,5,62000.0
602,683,268,209,1,2,92000.0
603,737,191,210,1,3,81000.0
604,514,173,47,1,1,48000.0
605,990,268,210,1,5,129000.0
606,158,599,210,1,5,150000.0
607,737,189,76,1,5,135000.0
608,629,173,82,1,5,92000.0
609,638,39,210,1,5,69000.0
610,986,189,172,1,5,135000.0
611,683,173,209,1,5,92000.0
612,356,179,76,1,5,69000.0
613,985,173,168,1,5,92000.0
614,737,108,210,1,5,69000.0
615,40,173,210,1,5,51000.0
616,429,189,90,1,5,135000.0
617,1057,498,47,1,4,50000.0
618,737,308,210,1,2,130000.0
619,688,446,210,1,5,140000.0
620,173,391,90,1,1,39000.0
621,195,108,113,1,1,35000.0
622,737,173,112,1,5,55000.0
623,220,799,172,1,5,62000.0
624,46,173,198,1,5,92000.0
625,714,446,95,1,5,131000.0
626,9,191,114,1,3,73000.0
627,46,422,198,1,5,48000.0
628,365,191,210,1,5,115000.0
629,786,400,72,1,1,44000.0
630,660,173,189,1,5,92000.0
631,1037,922,210,1,5,62000.0
632,226,880,172,1,5,49000.0
633,252,268,172,1,5,129000.0
634,236,413,153,1,1,35000.0
635,71,108,210,1,5,96000.0
636,508,191,172,1,5,120000.0
637,873,191,188,1,5,48000.0
638,806,44,73,1,5,148000.0
639,452,173,90,1,3,65000.0
640,781,545,210,1,5,283000.0
641,114,191,73,1,3,56000.0
642,71,325,210,1,5,69000.0
643,688,15,210,1,5,204000.0
644,1053,254,152,2,1,0.0
645,904,191,189,1,5,115000.0
646,548,291,210,1,5,69000.0
647,254,899,73,1,5,69000.0
648,638,94,209,1,5,62000.0
649,104,191,112,1,5,115000.0
650,446,549,152,1,1,70000.0
651,979,212,152,1,4,77000.0
652,345,108,209,1,4,56000.0
653,834,144,90,1,1,39000.0
654,737,191,210,1,3,106000.0
655,834,150,90,1,5,62000.0
656,834,145,90,1,1,39000.0
657,475,191,209,1,1,59000.0
658,961,108,209,1,5,96000.0
659,98,268,179,1,5,202000.0
660,785,160,208,1,3,51000.0
661,149,746,210,1,5,142000.0
662,46,173,198,1,5,92000.0
663,781,268,210,1,5,295000.0
664,998,268,172,1,5,200000.0
665,219,268,172,1,5,140000.0
666,834,191,90,1,1,59000.0
667,343,446,191,1,3,74000.0
668,205,768,112,1,3,45000.0
669,821,268,210,1,5,184000.0
670,1056,212,210,1,5,68000.0
671,169,173,200,1,5,52000.0
672,297,173,140,1,5,92000.0
673,834,151,90,1,5,62000.0
674,752,173,90,1,1,48000.0
675,343,268,191,1,3,60000.0
676,46,108,198,1,5,49000.0
677,399,399,172,3,3,51000.0
678,951,104,212,1,5,30000.0
679,781,596,73,1,1,63000.0
680,979,212,82,1,5,77000.0
681,344,650,114,1,5,184000.0
682,737,243,75,1,1,35000.0
683,651,446,172,1,5,131000.0
684,452,173,90,1,3,65000.0
685,834,152,90,1,5,62000.0
686,813,115,131,1,4,50000.0
687,1025,389,95,1,1,39000.0
688,365,173,210,1,5,92000.0
689,769,394,47,1,2,65000.0
690,149,718,210,1,5,142000.0
691,737,420,210,1,5,69000.0
692,781,446,210,1,5,283000.0
693,480,895,172,1,5,195000.0
694,834,143,90,1,1,39000.0
695,23,707,209,1,5,62000.0
696,904,34,90,1,1,39000.0
697,834,146,90,1,1,39000.0
698,633,10,210,1,3,56000.0
699,485,44,210,1,5,170000.0
700,275,773,209,1,5,62000.0
701,555,441,73,1,5,142000.0
702,819,713,172,1,5,145000.0
703,781,582,210,1,5,139000.0
704,781,191,210,1,5,283000.0
705,637,557,111,1,5,50000.0
706,39,191,90,1,5,115000.0
707,956,191,210,1,5,115000.0
708,781,446,210,1,5,267000.0
709,813,239,167,1,4,50000.0
710,661,448,172,1,5,49000.0
711,20,613,210,1,5,110000.0
712,175,210,140,1,3,56000.0
713,622,268,47,1,5,129000.0
714,596,446,144,1,5,125000.0
715,766,191,87,1,2,115000.0
716,781,530,210,1,5,283000.0
717,39,191,90,1,5,115000.0
718,319,94,62,1,3,51000.0
719,821,268,210,1,5,159000.0
720,315,639,103,1,5,55000.0
721,958,855,122,1,5,131000.0
722,226,446,172,1,5,131000.0
723,985,173,210,1,4,80000.0
724,737,108,210,1,2,130000.0
725,149,191,210,1,5,115000.0
726,1038,173,112,1,1,48000.0
727,821,446,112,1,5,131000.0
728,737,268,209,1,1,40000.0
729,243,446,90,1,3,74000.0
730,274,790,210,1,5,69000.0
731,71,909,112,1,4,50000.0
732,29,108,209,1,2,73000.0
733,46,108,198,1,5,55000.0
734,928,190,209,1,3,51000.0
735,71,108,119,1,5,55000.0
736,956,191,210,1,2,200000.0
737,194,134,189,1,4,56000.0
738,224,601,209,1,5,89000.0
739,985,191,210,1,5,115000.0
740,806,268,73,1,5,148000.0
741,1001,191,152,1,5,115000.0
742,821,277,112,1,5,109000.0
