,Company,Job Title,Location,Job Type,Experience level,Salary
743,922,191,47,1,3,73000.0
744,38,857,172,1,5,56000.0
745,985,502,210,1,4,63000.0
746,921,191,172,1,3,73000.0
747,690,274,210,1,5,69000.0
748,274,191,210,1,5,115000.0
749,157,173,209,1,3,51000.0
750,726,268,172,1,3,60000.0
751,8,804,91,1,5,62000.0
752,587,230,169,1,3,51000.0
753,374,380,18,1,2,73000.0
754,781,268,210,1,5,295000.0
755,615,191,210,1,5,115000.0
756,71,64,210,1,5,136000.0
757,781,268,210,1,5,310000.0
758,308,409,95,1,1,39000.0
759,737,191,140,1,5,115000.0
760,27,376,95,1,2,102000.0
761,1002,300,144,1,2,81000.0
762,821,888,73,1,5,89000.0
763,638,94,172,1,5,62000.0
764,149,879,210,1,5,69000.0
765,334,191,172,1,3,73000.0
766,727,173,172,1,5,153000.0
767,288,191,172,1,5,115000.0
768,737,361,116,1,1,39000.0
769,104,359,210,1,2,154000.0
770,27,268,95,1,5,129000.0
771,474,580,137,1,5,55000.0
772,211,191,210,1,5,150000.0
773,528,191,41,1,5,115000.0
774,366,47,64,1,5,110000.0
775,1030,173,130,2,1,0.0
776,71,268,210,1,5,86000.0
777,333,108,95,1,3,51000.0
778,446,566,189,2,1,0.0
779,767,508,167,1,1,70000.0
780,439,191,155,1,3,51000.0
781,900,43,172,1,3,51000.0
782,737,191,210,1,5,115000.0
783,737,191,210,1,2,200000.0
784,376,340,172,1,2,73000.0
785,786,33,72,1,1,44000.0
786,835,762,210,1,5,110000.0
787,242,177,209,1,4,50000.0
788,847,268,168,1,5,129000.0
789,878,173,113,1,3,65000.0
790,737,173,210,1,5,70000.0
791,424,191,3,1,5,131000.0
792,986,273,209,1,4,56000.0
793,46,173,51,1,3,65000.0
794,1059,369,209,1,2,102000.0
795,142,688,177,1,5,62000.0
796,990,539,210,1,5,131000.0
797,990,173,210,1,4,63000.0
798,19,905,90,1,1,39000.0
799,638,173,169,1,5,92000.0
800,782,446,47,1,3,207000.0
801,477,173,172,1,4,80000.0
802,71,654,210,1,5,136000.0
803,531,548,210,1,2,85000.0
804,158,268,169,1,4,92000.0
805,158,518,140,1,5,69000.0
806,448,191,56,1,5,115000.0
807,37,664,115,1,5,97000.0
808,685,625,185,1,5,70000.0
809,589,191,210,1,3,73000.0
810,41,928,189,1,2,73000.0
811,775,745,73,1,5,69000.0
812,296,173,172,1,3,65000.0
813,637,314,210,1,2,66000.0
814,62,268,168,1,4,92000.0
815,597,446,122,2,1,0.0
816,237,173,54,1,5,62000.0
817,703,355,172,1,1,103000.0
818,71,108,210,1,5,79000.0
819,1002,754,144,1,5,89000.0
820,158,26,168,1,5,62000.0
821,257,665,210,1,3,150000.0
822,669,821,210,1,5,200000.0
823,1049,191,73,1,5,115000.0
824,781,805,210,1,5,315000.0
825,403,252,90,2,1,0.0
826,274,104,112,1,5,55000.0
827,652,841,210,1,5,160000.0
828,888,268,168,1,5,129000.0
829,149,446,210,1,5,172000.0
830,560,108,118,1,5,48000.0
831,696,173,112,1,1,48000.0
832,367,173,121,1,5,113000.0
833,75,434,144,1,4,63000.0
834,594,463,189,2,1,0.0
835,158,352,112,1,5,55000.0
836,985,580,210,1,5,69000.0
837,71,107,112,1,5,55000.0
838,1056,268,210,1,5,78000.0
839,503,173,90,1,5,92000.0
840,936,191,172,1,3,73000.0
841,701,419,73,1,2,66000.0
842,862,268,187,1,4,40000.0
843,638,191,112,1,5,115000.0
844,873,268,188,1,5,129000.0
845,568,173,152,1,5,92000.0
846,652,726,104,1,5,55000.0
847,521,191,172,1,5,115000.0
848,356,513,64,1,1,35000.0
849,206,783,209,1,5,142000.0
850,916,268,112,1,5,50000.0
851,757,191,172,1,5,115000.0
852,154,191,172,1,3,73000.0
853,47,173,113,1,5,55000.0
854,454,446,196,1,5,131000.0
855,269,191,169,1,5,115000.0
856,804,189,210,1,3,100000.0
857,792,5,169,1,2,73000.0
858,3,173,112,1,3,65000.0
859,158,104,177,1,1,30000.0
860,781,446,210,1,5,267000.0
861,737,191,75,1,3,73000.0
862,469,104,68,1,5,48000.0
863,174,274,64,1,5,55000.0
864,158,503,210,2,1,0.0
865,711,17,199,1,3,45000.0
866,512,191,212,1,3,73000.0
867,259,432,133,1,5,49000.0
868,158,268,95,1,5,115000.0
869,1036,17,113,1,3,45000.0
870,940,596,73,1,5,151000.0
871,1029,642,172,1,5,110000.0
872,714,108,209,1,5,62000.0
873,356,246,116,1,4,63000.0
874,874,94,105,1,1,39000.0
875,850,191,172,1,5,115000.0
876,660,268,207,1,1,40000.0
877,158,191,177,1,5,115000.0
878,649,191,90,1,1,59000.0
879,62,173,168,1,5,92000.0
880,158,357,209,1,1,39000.0
881,981,223,100,1,4,56000.0
882,814,929,172,1,2,73000.0
883,873,481,188,1,1,30000.0
884,471,268,181,1,2,144000.0
885,1025,446,89,1,5,131000.0
886,688,446,210,1,5,140000.0
887,985,191,210,1,5,115000.0
888,149,686,210,1,5,245000.0
889,374,628,18,1,5,69000.0
890,10,175,172,1,5,62000.0
891,640,596,172,1,3,175000.0
892,391,225,112,1,2,102000.0
893,378,173,210,1,5,119000.0
894,542,191,172,1,5,115000.0
895,847,860,210,1,5,110000.0
896,158,104,95,1,5,62000.0
897,725,173,209,1,3,65000.0
898,249,522,125,1,5,224000.0
899,301,268,172,1,4,92000.0
900,960,446,172,1,5,160000.0
901,71,527,210,1,5,159000.0
902,249,716,125,1,5,189000.0
903,862,838,86,1,1,39000.0
904,149,162,210,1,5,126000.0
905,593,570,189,1,1,63000.0
906,274,173,76,1,5,92000.0
907,814,268,172,1,5,62000.0
908,638,108,210,1,3,60000.0
909,671,173,166,1,3,65000.0
910,566,108,73,1,1,44000.0
911,253,268,210,1,5,129000.0
912,196,268,172,1,4,92000.0
913,286,933,188,1,1,30000.0
914,71,70,210,1,5,136000.0
915,990,308,112,1,2,65000.0
916,623,760,147,1,5,69000.0
917,1008,749,73,1,5,69000.0
918,356,512,64,1,1,35000.0
919,760,580,172,1,5,63000.0
920,35,108,76,1,5,69000.0
921,158,360,95,1,5,62000.0
922,755,191,90,1,5,115000.0
923,990,191,112,1,5,115000.0
924,541,189,199,1,3,135000.0
925,1053,253,152,2,1,0.0
926,990,268,112,1,5,129000.0
927,185,694,108,1,5,55000.0
928,985,173,168,1,1,48000.0
929,255,173,10,1,4,105000.0
930,557,268,148,1,5,139000.0
931,815,441,210,1,5,62000.0
932,291,191,105,1,1,59000.0
933,520,714,144,1,5,131000.0
934,459,191,172,1,3,73000.0
935,783,108,172,1,5,62000.0
936,517,191,182,1,5,90000.0
937,990,191,112,1,2,200000.0
938,59,108,27,1,4,56000.0
939,284,191,126,1,4,96000.0
940,391,173,112,1,5,92000.0
941,366,173,169,1,5,92000.0
942,472,268,164,1,5,129000.0
943,523,921,172,1,5,62000.0
944,158,20,95,1,1,39000.0
945,378,268,23,1,5,182000.0
946,1021,904,90,1,1,39000.0
947,896,455,210,1,5,69000.0
948,597,446,122,1,5,131000.0
949,597,474,209,1,5,62000.0
950,638,165,210,1,1,44000.0
951,947,742,172,1,5,150000.0
952,951,268,212,1,4,92000.0
953,896,191,210,1,5,115000.0
954,821,889,210,1,5,159000.0
955,185,37,60,1,5,55000.0
956,183,865,47,1,5,184000.0
957,373,271,105,1,5,70000.0
958,180,191,172,1,5,115000.0
959,638,268,168,1,1,40000.0
960,187,486,144,1,5,69000.0
961,910,268,209,1,3,60000.0
962,71,65,210,1,5,136000.0
963,765,757,210,1,5,157000.0
964,1012,626,137,1,1,35000.0
965,990,191,112,1,5,115000.0
966,688,594,210,1,5,156000.0
967,863,173,172,1,5,110000.0
968,632,832,210,1,5,69000.0
969,623,23,172,1,5,105000.0
970,847,894,210,1,5,214000.0
971,990,191,112,1,5,115000.0
972,158,268,95,1,5,129000.0
973,737,108,210,1,3,56000.0
974,363,268,73,1,5,129000.0
975,597,268,122,1,5,129000.0
976,202,268,73,1,5,167000.0
977,57,191,69,1,5,115000.0
978,633,173,210,1,3,65000.0
979,4,268,210,1,5,62000.0
980,385,28,172,1,4,56000.0
981,598,268,85,1,3,60000.0
982,232,173,189,1,3,65000.0
983,595,268,172,1,5,167000.0
984,513,173,172,1,3,65000.0
985,190,191,113,1,5,115000.0
986,404,867,209,1,5,173000.0
987,166,147,90,1,1,39000.0
988,278,191,112,1,3,73000.0
989,737,191,75,1,5,115000.0
990,165,173,172,1,5,92000.0
991,750,446,172,1,3,74000.0
992,985,173,168,1,1,48000.0
993,821,846,210,1,5,184000.0
994,116,191,209,1,5,115000.0
995,797,173,73,1,5,92000.0
996,317,213,168,1,5,62000.0
997,737,173,75,1,5,92000.0
998,796,191,90,1,3,73000.0
999,166,107,90,1,5,92000.0
1000,737,471,112,1,3,45000.0
1001,578,191,172,1,4,96000.0
1002,546,104,112,1,5,49000.0
1003,609,886,172,1,5,80000.0
1004,737,173,73,1,5,92000.0
1005,851,173,129,1,3,65000.0
1006,985,190,210,1,5,69000.0
1007,884,48,209,1,5,110000.0
1008,151,191,172,1,5,72000.0
1009,782,446,210,1,3,200000.0
1010,792,6,169,1,2,73000.0
1011,385,29,73,1,5,69000.0
1012,62,268,168,1,4,92000.0
1013,944,369,172,1,2,102000.0
1014,158,940,212,1,1,35000.0
1015,200,191,209,1,5,115000.0
1016,656,173,188,1,1,30000.0
1017,491,441,64,1,3,40000.0
1018,821,844,112,1,5,55000.0
1019,266,173,90,1,1,48000.0
1020,178,268,189,1,5,129000.0
1021,445,173,209,1,3,65000.0
1022,518,191,191,1,1,59000.0
1023,638,201,112,1,5,115000.0
1024,158,104,95,1,1,39000.0
1025,149,784,210,1,5,156000.0
1026,559,108,172,1,5,62000.0
1027,33,268,172,1,5,129000.0
1028,172,104,192,1,4,30000.0
1029,404,866,73,1,5,173000.0
1030,291,702,105,1,5,62000.0
1031,737,268,210,1,5,70000.0
1032,1056,173,210,1,5,78000.0
1033,1005,173,170,1,1,48000.0
1034,202,431,73,1,5,167000.0
1035,440,17,172,1,1,35000.0
1036,810,87,144,1,3,56000.0
1037,1073,277,172,1,4,120000.0
1038,664,189,126,1,5,135000.0
1039,285,642,112,1,5,110000.0
1040,233,191,209,1,3,73000.0
1041,284,191,126,1,5,115000.0
1042,586,268,189,1,5,36000.0
1043,514,301,47,1,2,65000.0
1044,28,108,95,1,5,62000.0
1045,210,173,207,1,1,48000.0
1046,251,191,64,1,1,59000.0
1047,71,191,210,1,5,115000.0
1048,968,446,85,1,5,131000.0
1049,862,94,167,1,5,55000.0
1050,870,16,172,1,4,56000.0
1051,158,94,112,1,5,55000.0
1052,558,191,186,1,5,115000.0
1053,954,268,172,1,5,167000.0
1054,246,268,9,1,5,190000.0
1055,472,104,164,1,4,70000.0
1056,790,268,210,1,4,92000.0
1057,136,191,172,1,5,115000.0
1058,262,191,172,1,3,60000.0
1059,361,268,209,1,3,42000.0
1060,1050,847,112,1,5,55000.0
1061,635,446,209,1,5,131000.0
1062,778,268,210,1,5,129000.0
1063,803,327,73,1,5,119000.0
1064,835,173,210,1,1,105000.0
1065,1071,322,210,1,3,63000.0
1066,558,191,104,1,4,96000.0
1067,664,191,209,1,4,96000.0
1068,13,268,209,1,5,129000.0
1069,504,172,172,1,5,110000.0
1070,990,268,112,1,5,129000.0
1071,803,328,73,1,5,119000.0
1072,394,212,73,1,5,69000.0
1073,948,446,172,1,5,150000.0
1074,901,111,64,3,3,40000.0
1075,535,568,172,1,3,45000.0
1076,226,796,172,1,5,62000.0
1077,37,663,172,1,5,97000.0
1078,967,173,97,1,3,65000.0
1079,687,268,115,1,5,129000.0
1080,848,191,209,1,5,115000.0
1081,828,268,59,2,1,0.0
1082,148,930,172,1,2,200000.0
1083,149,108,73,1,4,63000.0
1084,374,764,18,1,5,69000.0
1085,1038,191,112,1,1,59000.0
1086,275,191,90,1,5,115000.0
1087,71,66,210,1,5,136000.0
1088,1028,446,97,1,3,74000.0
1089,337,424,148,1,5,69000.0
1090,295,446,73,1,5,148000.0
1091,94,108,172,1,2,130000.0
1092,182,938,99,1,1,103000.0
1093,224,450,209,2,1,0.0
1094,776,173,194,1,5,92000.0
1095,328,75,187,1,5,69000.0
1096,1069,642,172,1,5,110000.0
1097,472,108,164,1,3,45000.0
1098,318,268,62,1,5,129000.0
1099,726,191,172,1,3,73000.0
1100,102,108,164,1,1,35000.0
1101,1046,446,172,1,3,74000.0
1102,932,892,210,1,5,69000.0
1103,840,173,115,1,5,92000.0
1104,201,793,172,1,5,112000.0
1105,893,446,172,1,5,131000.0
1106,208,318,189,1,3,51000.0
1107,189,173,172,2,1,0.0
1108,587,108,169,1,3,51000.0
1109,749,173,172,1,3,65000.0
1110,621,446,47,1,5,55000.0
1111,694,191,193,1,5,115000.0
1112,143,435,172,1,3,77000.0
1113,250,268,172,1,5,124000.0
1114,328,73,187,1,5,69000.0
1115,285,191,112,1,5,110000.0
1116,71,184,33,1,5,130000.0
1117,226,268,172,1,5,140000.0
1118,650,789,7,1,5,167000.0
1119,295,446,73,1,5,148000.0
1120,328,71,187,1,5,69000.0
1121,51,191,210,1,5,185000.0
1122,328,13,187,1,5,69000.0
1123,984,598,115,2,1,0.0
1124,821,884,210,1,5,69000.0
1125,158,191,169,1,4,96000.0
1126,1012,697,137,1,5,55000.0
1127,622,268,47,1,5,129000.0
1128,737,268,210,1,5,129000.0
1129,1071,173,210,1,1,48000.0
1130,737,935,210,1,2,81000.0
1131,356,191,64,1,1,59000.0
1132,737,40,210,1,4,52000.0
1133,1025,333,89,1,5,62000.0
1134,536,173,47,1,1,48000.0
1135,737,85,210,1,3,106000.0
1136,732,191,172,1,5,147000.0
1137,19,191,144,1,1,59000.0
1138,628,191,97,1,5,115000.0
1139,1050,798,112,1,5,55000.0
1140,291,191,105,1,5,115000.0
1141,627,203,82,1,1,39000.0
1142,737,212,209,1,5,77000.0
1143,737,299,210,1,2,81000.0
1144,680,44,210,1,1,84000.0
1145,160,446,95,1,5,131000.0
1146,737,189,210,1,5,135000.0
1147,737,191,112,1,5,55000.0
1148,629,908,77,1,1,39000.0
1149,985,173,140,1,5,92000.0
1150,149,268,73,1,5,129000.0
1151,548,167,210,1,5,62000.0
1152,767,268,210,1,5,167000.0
1153,536,191,47,1,1,59000.0
1154,158,108,209,1,1,39000.0
1155,683,268,209,1,2,92000.0
1156,702,173,172,1,3,100000.0
1157,573,351,73,1,5,69000.0
1158,13,268,209,1,5,129000.0
1159,254,446,73,1,5,144000.0
1160,693,173,92,2,1,0.0
1161,862,191,48,1,5,115000.0
1162,378,173,209,1,5,122000.0
1163,990,108,75,1,5,55000.0
1164,81,464,197,2,1,0.0
1165,1055,173,47,1,1,48000.0
1166,707,887,172,1,5,105000.0
1167,358,719,73,1,5,129000.0
1168,737,191,210,1,2,130000.0
1169,154,173,172,1,1,48000.0
1170,794,268,209,1,3,60000.0
1171,107,191,172,1,5,80000.0
1172,358,191,73,1,5,115000.0
1173,557,268,148,1,5,139000.0
1174,400,173,172,1,3,40000.0
1175,174,190,189,1,5,55000.0
1176,573,289,73,1,5,69000.0
1177,451,173,190,1,3,65000.0
1178,1067,191,210,1,5,115000.0
1179,185,278,106,1,5,55000.0
1180,149,829,210,1,1,129000.0
1181,820,173,198,1,5,92000.0
1182,245,939,122,1,5,70000.0
1183,737,108,210,1,4,81000.0
1184,1017,418,86,1,1,70000.0
1185,547,446,73,1,5,131000.0
1186,393,767,73,1,5,100000.0
1187,696,191,112,1,5,115000.0
1188,130,191,90,1,5,115000.0
1189,737,108,210,1,1,44000.0
1190,163,108,210,1,5,69000.0
1191,200,173,209,1,5,92000.0
1192,834,258,209,1,1,144000.0
1193,214,330,172,1,2,66000.0
1194,1039,191,152,1,3,73000.0
1195,59,173,49,1,3,65000.0
1196,378,324,209,1,4,167000.0
1197,463,164,73,1,5,70000.0
1198,1008,735,172,1,5,62000.0
1199,985,580,210,1,5,69000.0
1200,626,446,155,2,1,0.0
1201,461,79,90,1,1,39000.0
1202,299,268,105,1,5,129000.0
1203,1055,173,47,1,5,92000.0
1204,514,173,47,1,1,48000.0
1205,349,807,126,1,5,36000.0
1206,721,191,172,1,5,62000.0
1207,533,446,159,1,5,69000.0
1208,890,813,112,1,5,55000.0
1209,914,446,172,1,3,74000.0
1210,329,191,112,1,3,73000.0
1211,168,27,209,1,5,62000.0
1212,954,268,172,1,5,146000.0
1213,638,93,210,1,1,48000.0
1214,149,268,140,1,5,129000.0
1215,374,632,14,1,5,62000.0
1216,433,173,172,1,5,92000.0
1217,774,397,186,1,5,55000.0
1218,158,383,112,1,5,55000.0
1219,552,446,168,1,3,74000.0
1220,130,269,90,1,4,70000.0
1221,265,173,112,1,1,48000.0
1222,668,173,47,1,1,48000.0
1223,7,191,172,1,4,96000.0
1224,341,173,172,1,1,39000.0
1225,306,435,210,1,5,131000.0
1226,888,268,172,1,5,129000.0
1227,480,222,172,1,5,129000.0
1228,685,212,209,1,5,77000.0
1229,307,108,35,1,5,142000.0
1230,143,237,172,1,3,40000.0
1231,917,446,168,1,5,131000.0
1232,737,189,75,1,5,135000.0
1233,624,672,73,1,3,56000.0
1234,28,259,95,1,5,144000.0
1235,1000,446,164,1,5,131000.0
1236,599,191,116,1,4,103000.0
1237,872,191,172,1,5,165000.0
1238,314,191,172,1,5,115000.0
1239,559,268,172,1,4,92000.0
1240,81,173,197,2,1,0.0
1241,829,191,90,1,5,115000.0
1242,560,217,121,1,4,39000.0
1243,358,446,73,1,5,131000.0
1244,862,92,96,1,1,48000.0
1245,638,82,210,1,3,120000.0
1246,196,173,73,1,5,92000.0
1247,643,268,172,1,3,60000.0
1248,737,191,210,1,5,129000.0
1249,546,281,172,1,5,49000.0
1250,914,268,172,1,3,60000.0
1251,362,446,172,1,5,62000.0
1252,688,446,210,1,5,166000.0
1253,475,191,209,1,5,115000.0
1254,14,95,112,1,5,55000.0
1255,990,107,210,1,5,69000.0
1256,624,191,73,1,3,73000.0
1257,130,191,90,1,1,59000.0
1258,873,484,188,1,1,30000.0
1259,737,480,210,1,2,81000.0
1260,673,268,172,1,5,90000.0
1261,737,191,210,1,3,106000.0
1262,248,191,112,1,5,115000.0
1263,451,173,190,1,3,65000.0
1264,791,173,210,1,5,75000.0
1265,355,94,210,1,3,56000.0
1266,753,173,172,1,5,75000.0
1267,841,191,47,1,3,73000.0
1268,284,191,126,1,5,115000.0
1269,846,637,172,1,5,110000.0
1270,71,572,210,1,4,63000.0
1271,15,191,95,1,5,62000.0
1272,15,191,95,1,5,62000.0
1273,733,268,172,1,3,60000.0
1274,1019,896,210,1,5,163000.0
1275,716,642,191,1,5,110000.0
1276,59,173,141,1,4,80000.0
1277,163,108,210,1,5,69000.0
1278,372,446,172,2,1,0.0
1279,610,668,119,1,5,55000.0
1280,732,268,73,1,5,129000.0
1281,106,191,172,1,3,73000.0
1282,740,173,172,1,5,92000.0
1283,365,108,210,1,4,96000.0
1284,16,108,210,1,5,69000.0
1285,184,189,210,1,5,135000.0
1286,1050,268,210,2,1,0.0
1287,158,268,95,1,5,92000.0
1288,784,191,188,1,3,73000.0
1289,345,268,210,1,1,44000.0
1290,955,398,140,1,5,70000.0
1291,584,268,90,1,1,40000.0
1292,638,173,112,1,5,92000.0
1293,170,565,210,1,3,100000.0
1294,1023,191,172,1,5,193000.0
1295,558,268,105,1,5,129000.0
1296,984,212,73,1,4,109000.0
1297,149,446,210,1,5,131000.0
1298,1068,268,209,1,3,60000.0
1299,544,173,167,1,5,92000.0
1300,229,520,210,1,1,44000.0
1301,108,268,73,1,3,60000.0
1302,660,173,207,1,1,48000.0
1303,781,446,210,1,5,218000.0
1304,106,268,172,1,3,60000.0
1305,200,191,209,1,5,62000.0
1306,638,732,137,1,5,55000.0
1307,330,872,172,1,5,180000.0
1308,139,191,209,1,3,73000.0
1309,71,525,210,1,5,159000.0
1310,51,191,172,1,5,200000.0
1311,8,191,177,1,5,115000.0
1312,635,377,73,1,2,230000.0
1313,1056,499,112,1,5,55000.0
1314,444,264,115,1,5,55000.0
1315,713,446,172,1,5,131000.0
1316,876,268,210,1,1,40000.0
1317,768,198,172,1,1,40000.0
1318,638,94,210,1,5,69000.0
1319,391,379,112,1,2,102000.0
1320,1070,350,192,1,4,51000.0
1321,468,446,172,1,3,40000.0
1322,79,191,163,1,5,115000.0
1323,584,191,90,1,4,96000.0
1324,985,191,151,1,5,115000.0
1325,184,189,210,1,5,135000.0
1326,873,268,188,1,1,40000.0
1327,572,173,172,1,3,65000.0
1328,173,634,210,1,1,85000.0
1329,110,898,210,1,5,168000.0
1330,954,268,172,1,5,134000.0
1331,639,187,47,1,5,55000.0
1332,1056,191,79,1,5,115000.0
1333,638,108,210,1,3,60000.0
1334,194,349,189,1,5,62000.0
1335,488,191,210,1,5,115000.0
1336,981,229,109,1,4,50000.0
1337,149,191,210,1,5,115000.0
1338,414,108,73,1,3,56000.0
1339,245,633,122,1,4,50000.0
1340,656,191,188,1,4,96000.0
1341,1012,173,115,1,5,50000.0
1342,669,822,210,1,5,69000.0
1343,311,173,136,1,1,48000.0
1344,769,394,47,1,2,65000.0
1345,130,173,90,1,1,48000.0
1346,71,325,210,1,5,69000.0
1347,737,94,210,1,5,69000.0
1348,737,191,210,1,5,115000.0
1349,149,746,210,1,5,142000.0
1350,584,104,90,1,5,62000.0
1351,149,446,210,2,1,0.0
1352,456,268,172,1,3,60000.0
1353,71,268,177,1,5,129000.0
1354,442,189,172,1,5,135000.0
1355,689,173,114,1,4,80000.0
1356,685,212,105,1,1,39000.0
1357,983,104,210,1,5,145000.0
1358,745,63,210,1,5,133000.0
1359,177,191,29,1,5,225000.0
1360,669,823,210,1,5,69000.0
1361,615,268,210,1,2,185000.0
1362,990,191,112,1,5,55000.0
1363,557,268,79,1,5,129000.0
1364,1038,173,112,1,1,48000.0
1365,994,191,115,1,3,103000.0
1366,176,395,90,1,5,60000.0
1367,368,173,209,2,1,0.0
1368,598,191,85,1,3,73000.0
1369,367,173,75,1,5,113000.0
1370,90,240,172,1,1,50000.0
1371,53,268,5,1,5,184000.0
1372,211,107,210,1,5,70000.0
1373,881,853,172,1,5,147000.0
1374,947,467,172,1,5,129000.0
1375,916,108,112,1,5,55000.0
1376,254,900,73,1,5,193000.0
1377,919,191,172,1,3,73000.0
1378,821,446,112,1,5,131000.0
1379,71,108,210,1,5,104000.0
1380,313,108,209,1,3,51000.0
1381,71,173,119,1,5,92000.0
1382,235,580,172,1,3,51000.0
1383,1018,519,209,1,3,51000.0
1384,990,258,64,1,5,144000.0
1385,781,268,210,1,5,253000.0
1386,538,108,154,1,5,69000.0
1387,625,293,95,1,5,110000.0
1388,985,191,209,1,5,115000.0
1389,149,173,210,1,5,85000.0
1390,638,108,210,1,1,44000.0
1391,61,191,179,1,5,115000.0
1392,897,268,73,1,5,129000.0
1393,997,173,73,1,4,80000.0
1394,319,276,172,1,3,45000.0
1395,19,191,144,1,1,59000.0
1396,341,268,172,1,5,129000.0
1397,990,191,112,1,5,115000.0
1398,274,268,112,1,5,55000.0
1399,158,611,168,1,4,56000.0
1400,39,191,152,1,5,62000.0
1401,564,231,90,1,1,39000.0
1402,692,72,112,1,5,55000.0
1403,274,191,112,1,4,96000.0
1404,760,647,172,1,5,184000.0
1405,149,268,47,1,5,129000.0
1406,158,2,95,1,5,105000.0
1407,860,268,140,1,5,129000.0
1408,127,102,73,1,1,44000.0
1409,881,173,172,1,5,83000.0
1410,324,441,115,1,3,45000.0
1411,509,732,148,1,5,235000.0
1412,612,191,172,1,5,62000.0
1413,584,191,90,1,4,96000.0
1414,901,112,172,3,3,45000.0
1415,823,173,172,1,5,75000.0
1416,374,446,210,1,5,69000.0
1417,474,189,73,1,5,135000.0
1418,387,331,110,1,5,55000.0
1419,18,446,172,1,5,175000.0
1420,862,126,187,1,4,56000.0
1421,985,580,186,1,5,55000.0
1422,256,173,97,2,1,0.0
1423,883,173,73,1,5,110000.0
1424,999,659,210,1,5,135000.0
1425,416,220,209,1,5,69000.0
1426,19,191,144,1,4,96000.0
1427,174,190,64,1,5,55000.0
1428,47,173,113,1,5,55000.0
1429,981,678,201,1,5,62000.0
1430,363,268,73,1,5,129000.0
1431,478,191,172,1,3,103000.0
1432,714,446,73,1,5,127000.0
1433,985,580,209,1,4,56000.0
1434,71,67,210,1,5,136000.0
1435,66,268,209,1,5,129000.0
1436,315,191,172,1,5,115000.0
1437,449,282,112,1,5,55000.0
1438,990,732,167,1,5,55000.0
1439,124,191,186,1,3,73000.0
1440,862,125,187,1,4,56000.0
1441,970,268,137,1,5,129000.0
1442,76,268,172,1,5,175000.0
1443,366,108,64,1,5,55000.0
1444,977,129,115,1,3,30000.0
1445,714,446,73,1,5,127000.0
1446,149,747,210,1,5,142000.0
1447,275,772,32,1,5,187000.0
1448,846,864,73,1,5,160000.0
1449,967,446,62,1,3,74000.0
1450,739,268,79,1,5,129000.0
1451,635,446,73,1,5,227000.0
1452,66,268,209,1,4,92000.0
1453,638,173,112,1,5,92000.0
1454,880,446,172,1,5,131000.0
1455,907,506,95,1,5,62000.0
1456,345,108,209,1,2,73000.0
1457,477,268,112,1,5,129000.0
1458,950,191,172,1,5,103000.0
1459,320,108,186,1,5,55000.0
1460,688,446,210,1,5,166000.0
1461,682,173,188,1,5,92000.0
1462,875,478,210,1,3,51000.0
1463,61,268,179,1,5,129000.0
1464,800,712,169,1,5,131000.0
1465,153,191,73,1,5,144000.0
